"gene","proteinSearched","EnsemblID","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","todaysDate","healthyControl_2","healthyControl_3","healthyControl_4","healthyControl_5","healthyControl_6","healthyControl_7","healthyControl_8","healthyControl_9","healthyControl_10","healthyControl_13","healthyControl_14","healthyControl_15","healthyControl_16","healthyControl_17","healthyControl_18","healthyControl_19","healthyControl_20","healthyControl_21","acuteLymeDisease_1","acuteLymeDisease_2","acuteLymeDisease_3","acuteLymeDisease_4","acuteLymeDisease_5","acuteLymeDisease_6","acuteLymeDisease_8","acuteLymeDisease_9","acuteLymeDisease_10","acuteLymeDisease_11","acuteLymeDisease_12","acuteLymeDisease_13","acuteLymeDisease_14","acuteLymeDisease_15","acuteLymeDisease_16","acuteLymeDisease_17","acuteLymeDisease_18","acuteLymeDisease_19","acuteLymeDisease_20","acuteLymeDisease_21","acuteLymeDisease_22","acuteLymeDisease_23","acuteLymeDisease_24","acuteLymeDisease_25","acuteLymeDisease_26","acuteLymeDisease_27","acuteLymeDisease_28","Antibodies_1month_1","Antibodies_1month_2","Antibodies_1month_3","Antibodies_1month_4","Antibodies_1month_5","Antibodies_1month_6","Antibodies_1month_7","Antibodies_1month_8","Antibodies_1month_9","Antibodies_1month_10","Antibodies_1month_11","Antibodies_1month_13","Antibodies_1month_14","Antibodies_1month_15","Antibodies_1month_16","Antibodies_1month_17","Antibodies_1month_18","Antibodies_1month_19","Antibodies_1month_20","Antibodies_1month_21","Antibodies_1month_22","Antibodies_1month_23","Antibodies_1month_24","Antibodies_1month_25","Antibodies_1month_26","Antibodies_1month_27","Antibodies_6months_1","Antibodies_6months_2","Antibodies_6months_3","Antibodies_6months_4","Antibodies_6months_5","Antibodies_6months_6","Antibodies_6months_7","Antibodies_6months_8","Antibodies_6months_9","healthy_median","acuteLymeDisease_median","antibodies_1month_median","antibodies_6month_median","acuteHealthy_foldChange","antibodies_1month_healthy_foldChange","antibodies_6month_healthy_foldchange"
"BPI","immune","ENSG00000101425","This gene encodes a lipopolysaccharide binding protein. It is associated with human neutrophil granules and has antimicrobial activity against gram-negative organisms. [provided by RefSeq, Nov 2014]","                                            BPI (Bactericidal Permeability Increasing Protein) is a Protein Coding gene.                                            Diseases associated with BPI include Meningococcemia and Vasculitis.                                            Among its related pathways are Activated TLR4 signalling and Innate Immune System.                                            Gene Ontology (GO) annotations related to this gene include lipid binding and lipopolysaccharide binding.                                            An important paralog of this gene is LBP.","The cytotoxic action of BPI is limited to many species of Gram-negative bacteria; this specificity may be explained by a strong affinity of the very basic N-terminal half for the negatively charged lipopolysaccharides that are unique to the Gram-negative bacterial outer envelope. Has antibacterial activity against the Gram-negative bacterium P.aeruginosa, this activity is inhibited by LPS from P.aeruginosa.
                         BPI_HUMAN,P17213
                         ","Fri Aug 28 13:19:35 2020",44.7115086401034,29.0258885382304,18.3634196062056,33.8916350049975,33.4135195934052,32.3956315284476,10.4198622763385,17.8713226746663,17.8223753733663,11.1601895157914,18.8196315898461,26.2730183770702,21.1843552118263,51.9106615738452,14.3222751483222,51.6051185393888,35.3226997036389,14.3348612936714,522.951039273516,160.651380332773,28.0349469818848,36.152858495196,46.1013470596772,21.1501600550397,57.9381959722527,14.6698926444827,84.0357045561696,38.4609370470959,15.2047643572761,6.62760802074896,24.954838385501,131.68709748187,79.1295015953096,18.3562702153582,42.2556306924351,16.1001031770795,15.4635831508528,273.863471405281,23.3303672967336,32.7526547110582,27.9494766787963,14.3515058890266,32.9839136399082,36.1286536392629,23.5560055549209,96.1776275636521,67.1277301624236,30.1813709950246,12.9523210907738,22.7022725620599,265.616753097581,21.627350799801,30.1316524878262,44.0235602924019,16.8575894845927,44.6619434298144,24.6773451147673,42.7054700159108,7.75528706988364,24.5590792580315,31.9970557004498,29.9534875460756,49.3515945893436,32.5052817554029,25.5541272135651,26.4263231730704,15.6798821464157,33.1381241898599,12.9292598236706,22.0821371146367,16.3322278285868,15.8054782402052,16.5610450584625,44.4332580812213,37.1676442578649,19.3117189558573,18.0367535397229,21.0432063618379,23.0443272203755,19.5629867205216,29.7115086401034,273.451039273516,56.6776275636521,17.3054782402052,9.20353936199735,1.90759844106842,0.582450337673091
"CA1","immune","ENSG00000133742","Carbonic anhydrases (CAs) are a large family of zinc metalloenzymes that catalyze the reversible hydration of carbon dioxide. They participate in a variety of biological processes, including respiration, calcification, acid-base balance, bone resorption, and the formation of aqueous humor, cerebrospinal fluid, saliva and gastric acid. They show extensive diversity in tissue distribution and in their subcellular localization. This CA1 gene is closely linked to the CA2 and CA3 genes on chromosome 8. It encodes a cytosolic protein that is found at the highest level in erythrocytes. Allelic variants of this gene have been described in some populations. Alternative splicing and the use of alternative promoters results in multiple transcript variants. [provided by RefSeq, Nov 2016]","                                            CA1 (Carbonic Anhydrase 1) is a Protein Coding gene.                                            Diseases associated with CA1 include Renal Tubular Acidosis and Transient Global Amnesia.                                            Among its related pathways are C-MYB transcription factor network and O2/CO2 exchange in erythrocytes.                                            Gene Ontology (GO) annotations related to this gene include carbonate dehydratase activity and hydro-lyase activity.                                            An important paralog of this gene is CA2.","Reversible hydration of carbon dioxide. Can hydrates cyanamide to urea.
                         CAH1_HUMAN,P00915
                         ","Fri Aug 28 13:19:42 2020",187.580659053214,17.3285404188993,15.4867404657493,26.0024963756436,18.6494649949328,39.0036946554446,9.84005333754499,20.4017353618748,21.0224818740366,12.0191379413801,23.2038775424814,49.9631996051069,21.6211419663291,37.2468955607929,19.0425609907143,50.483144920477,68.2925027502937,21.8464195091169,48.0757071053231,120.958296612646,182.586684693036,18.0874182459357,30.102529550647,30.0867232692145,18.3414087442096,16.128021448568,104.305435954439,38.7307319837052,21.4221015420258,11.1466951030269,121.151272057272,55.7328101015891,53.7044505987004,24.1152001463225,35.7415768241143,20.2373848009681,30.2210940142816,648.293301271938,37.2132281621885,29.9965216845598,82.7969324188778,8.70117916108322,42.0411710345945,18.6036527552496,28.6016633256465,27.5868059171023,23.5194122274941,14.5187161631747,16.9059541524365,21.0618902224034,70.1921198638115,41.8386075171137,40.7981748284343,38.7316455809647,24.3580498509255,59.8447878066779,23.2262629046496,51.0861334051112,8.95298292261238,36.7547842239965,36.00369857459,13.2975527372965,112.869418175108,73.9608463541468,29.7606612808167,33.4154710940511,11.4662403032741,31.4092130565713,12.3898128796214,29.2092155348506,17.5050012809505,18.4342800001979,17.4273681635319,31.475410877719,52.6099440026482,50.4796549219324,14.9713432475193,15.3761625330179,17.24575546583,23.1957156328722,105.080659053214,38.5757071053231,22.5868059171023,20.4342800001979,0.36710568293817,0.214947318760764,0.194462807754658
"CAMP","immune","ENSG00000164047","This gene encodes a member of an antimicrobial peptide family, characterized by a highly conserved N-terminal signal peptide containing a cathelin domain and a structurally variable cationic antimicrobial peptide, which is produced by extracellular proteolysis from the C-terminus. In addition to its antibacterial, antifungal, and antiviral activities, the encoded protein functions in cell chemotaxis, immune mediator induction, and inflammatory response regulation. [provided by RefSeq, Sep 2014]","                                            CAMP (Cathelicidin Antimicrobial Peptide) is a Protein Coding gene.                                            Diseases associated with CAMP include Rosacea and Eczema Herpeticum.                                            Among its related pathways are Tuberculosis and Sterol Regulatory Element-Binding Proteins (SREBP) signalling.                                                                                        ","Binds to bacterial lipopolysaccharides (LPS), has antibacterial activity.
                         CAMP_HUMAN,P49913
                         ","Fri Aug 28 13:19:36 2020",61.3954819441925,15.625336404073,16.9408751547662,27.1811821259402,20.9891117734642,30.0463865469517,10.184797148047,15.2582990140107,18.7341174639794,8.94799807623711,15.9804693062406,18.5446848096862,17.8996995944253,24.6455590269987,21.3668875579791,26.0628050631908,38.4571969552563,18.8042326058655,676.36747832614,113.027768596658,54.6667531437144,19.4631358407443,34.350534431183,29.6613217485381,22.1224466754668,9.07568644906399,63.1217760728238,42.0621210535744,21.5436477883757,8.7691526177925,67.5308792353334,114.642022768477,68.5026475703265,45.9818730411261,31.8667168263306,67.7129188665876,18.4296124146522,801.591508460703,51.1423850830327,16.67585434089,20.0401812052981,13.7570005262947,26.0496476859999,19.1974594289776,20.7620147580742,53.4651568740683,71.517589758278,22.9110471863393,12.5370021835103,22.463735629789,564.072472079226,29.6614812722341,56.8684495631705,61.7317128667818,20.7780326997082,90.9601614205849,61.8308299908052,103.969621450083,13.9025860575267,38.95273254838,81.1412840913192,22.7641114227653,40.7977993900978,32.4513350962718,31.8551302525138,34.6939935974196,8.45255415390647,15.8434765814318,10.6126756956879,27.479369850855,12.4320978013081,24.6265747446885,11.7376492684002,28.428602280985,48.8667457214998,46.5673910502503,15.1471833169738,23.2035861498965,19.0061317034954,29.9132673025511,40.3954819441925,348.86747832614,32.9651568740683,27.1265747446885,8.63629944576748,0.81606049210183,0.671524968613189
"CCDC144A","immune","ENSG00000170160","                                            CCDC144A (Coiled-Coil Domain Containing 144A) is a Protein Coding gene.                                            Diseases associated with CCDC144A include Smith-Magenis Syndrome.                                                                                                                                    An important paralog of this gene is ENSG00000266302.","                                            CCDC144A (Coiled-Coil Domain Containing 144A) is a Protein Coding gene.                                            Diseases associated with CCDC144A include Smith-Magenis Syndrome.                                                                                                                                    An important paralog of this gene is ENSG00000266302.","no summary","Fri Aug 28 13:23:43 2020",27.8522331288936,10.2991084198455,15.8673505524923,32.8901593759448,8.88404179931464,33.4316034819793,12.8898071191448,18.1772145891596,10.7919313932373,12.471489422604,89.1084248468581,51.117507844721,28.0117778940764,55.5012483783064,10.2515853087099,64.9084901147246,18.4785247012572,9.73666929044915,139.886882152502,24.7565599108156,67.0084513248477,8.70021288341115,57.9727787662625,49.9891923419955,7.4072923295542,13.8562510557737,63.7045538650605,49.7760662868738,30.8786175278299,3.49602538558776,46.2761360094538,25.9399061248855,20.6351222920758,1.79626105233362,42.7931270919254,17.1670335453656,12.383597156163,36.4588444113459,43.1190471853202,42.7082374816436,18.7796612374572,12.3190081786791,12.8629979904732,11.0252513047966,25.2593534095466,66.8248504604198,14.9648574319371,5.63173331188882,20.5867587311489,23.2387336657292,48.6484905959644,10.2599652745722,59.3461845266224,14.0825604637669,11.4636449193468,90.9652384193251,13.7973253663608,53.1789979431277,1.30661532300518,30.0091276393002,31.9126381522481,23.8477522303668,38.0370761419654,20.1803782537802,42.527702006644,21.1666237324085,14.2123603299118,27.8638932583902,12.5038848427303,36.9207846371276,22.8225915834985,64.495183490276,19.3655520412288,39.9486292934796,102.844085330994,52.3170455537457,47.9736515874017,31.4162084232833,19.5218702047339,48.9107632159907,18.8522331288936,82.886882152502,44.8248504604198,56.995183490276,4.39666121174083,2.37769447014315,3.02325900070285
"CEACAM8","immune","ENSG00000124469","                                            CEACAM8 (CEA Cell Adhesion Molecule 8) is a Protein Coding gene.                                            Diseases associated with CEACAM8 include Hemoglobinuria and Paroxysmal Nocturnal Hemoglobinuria.                                            Among its related pathways are Degradation of the extracellular matrix and Cell surface interactions at the vascular wall.                                                                                        An important paralog of this gene is CEACAM6.","                                            CEACAM8 (CEA Cell Adhesion Molecule 8) is a Protein Coding gene.                                            Diseases associated with CEACAM8 include Hemoglobinuria and Paroxysmal Nocturnal Hemoglobinuria.                                            Among its related pathways are Degradation of the extracellular matrix and Cell surface interactions at the vascular wall.                                                                                        An important paralog of this gene is CEACAM6.","Cell surface glycoprotein that plays a role in cell adhesion in a calcium-independent manner (PubMed:8776764, PubMed:2022629, PubMed:11590190). Mediates heterophilic cell adhesion with other carcinoembryonic antigen-related cell adhesion molecules, such as CEACAM6 (PubMed:8776764, PubMed:2022629, PubMed:11590190). Heterophilic interaction with CEACAM8 occurs in activated neutrophils (PubMed:8776764).
                         CEAM8_HUMAN,P31997
                         ","Fri Aug 28 13:19:32 2020",59.9941074097645,29.5344107749945,18.7471639646111,26.4288231489348,18.2847643586822,34.0757202074355,11.0248638724199,19.3596252045646,19.4790053412656,11.4416125213675,33.2282939553359,28.9745948749375,20.6100019349774,43.8783771147258,14.9848972107926,54.5878289104488,41.885314051501,15.1468187890146,1161.09934476772,310.257308302366,50.8324587565354,23.9886380128297,43.6360380760487,43.2563569195075,27.276643730378,11.8983576674307,51.1977155838346,41.8534413300296,19.2960701312597,8.41022961120887,48.7579747842413,251.75072234371,73.7462609547784,16.7948885256938,32.791998730957,40.8965640218256,14.6625051167781,1028.71095709042,33.8515869372943,36.6124577503334,25.1952929405037,18.722197488128,23.584061062094,18.3265007280673,23.6686306541029,121.513583519995,101.952910714025,17.4281620334081,20.3575493776348,23.4349981301362,871.584467420597,16.2739381526469,39.2070435216255,31.7387315666314,21.6503478169892,67.4172506743526,92.9481884862262,155.464575518416,7.60361449960751,38.2152165173686,69.8546939289929,53.7584517495833,43.2735008843978,30.9304314762297,33.8135732184514,31.1514698549822,18.7360261710956,31.1701945365805,11.5226881478295,25.8100547900231,21.0546565765709,26.8158108041442,17.1989691905652,22.6957780259824,65.6265835072045,61.4345071322348,24.8611684323789,19.0689957407665,21.7934277815373,26.429445336041,37.9941074097645,592.599344767724,71.5135835199946,26.8158108041442,15.5971382187393,1.88222828210502,0.705788677042392
"CTSG","immune","ENSG00000100448","The protein encoded by this gene, a member of the peptidase S1 protein family, is found in azurophil granules of neutrophilic polymorphonuclear leukocytes. The encoded protease has a specificity similar to that of chymotrypsin C, and may participate in the killing and digestion of engulfed pathogens, and in connective tissue remodeling at sites of inflammation. In addition, the encoded protein is antimicrobial, with bacteriocidal activity against S. aureus and N. gonorrhoeae. Transcript variants utilizing alternative polyadenylation signals exist for this gene. [provided by RefSeq, Sep 2014]","                                            CTSG (Cathepsin G) is a Protein Coding gene.                                            Diseases associated with CTSG include Vasculitis and Crescentic Glomerulonephritis.                                            Among its related pathways are Lysosome and Degradation of the extracellular matrix.                                            Gene Ontology (GO) annotations related to this gene include serine-type endopeptidase activity and peptidase activity.                                            An important paralog of this gene is GZMB.","Serine protease with trypsin- and chymotrypsin-like specificity. Cleaves complement C3. Has antibacterial activity against the Gram-negative bacterium P.aeruginosa, antibacterial activity is inhibited by LPS from P.aeruginosa, Z-Gly-Leu-Phe-CH2Cl and phenylmethylsulfonyl fluoride.
                         CATG_HUMAN,P08311
                         ","Fri Aug 28 13:19:55 2020",53.1034489069445,23.4934268375223,11.5805540314207,12.9952051488327,74.4427610557481,29.5861941840841,10.3564284713717,11.1824212885859,12.8245865506593,9.22501275279473,34.689940666749,30.8681664061782,13.583607676369,58.1410527678075,17.045365194707,45.2755874769927,66.3852225198244,18.3998383640074,286.313742339237,342.650141505379,26.1448200657888,23.1200036778134,52.3966129574303,55.678816286483,41.953576489731,10.5743486621118,53.0065749793015,37.1778106870339,21.0774316503271,9.76014161018703,22.452319424699,184.595848895969,80.9000404411399,26.2744523596463,46.1249745916016,92.6363715217044,19.5952254792361,322.833320556732,59.9734627330385,18.7300995768888,14.7625180625303,12.7944675204266,17.1910902544988,31.0941526964497,28.3419049978142,157.376498201128,157.760827692051,15.7505048456865,10.6558450580668,21.2775315338279,628.955977637967,38.822565689106,31.9594655206756,29.5945435850929,21.9978951227857,41.7678374309416,66.9779167324413,93.7242155016341,5.52463518241786,37.1081319211842,119.181072277759,36.6395376420635,66.0621517770976,81.942597026592,72.5532575184633,23.7001204884028,7.87379836923322,24.1359651516871,9.06455031270158,18.3909809671761,25.5076909437461,19.06881840608,14.8541989901809,54.241400955453,84.8124473965168,94.3956456173838,8.71222815983043,9.70967744662669,17.3090626461553,16.408962232478,36.1034489069445,157.813742339237,91.876498201128,18.06881840608,4.37115420041994,2.54481222660851,0.500473471458414
"CXCL2","immune","ENSG00000081041","This antimicrobial gene is part of a chemokine superfamily that encodes secreted proteins involved in immunoregulatory and inflammatory processes. The superfamily is divided into four subfamilies based on the arrangement of the N-terminal cysteine residues of the mature peptide. This chemokine, a member of the CXC subfamily, is expressed at sites of inflammation and may suppress hematopoietic progenitor cell proliferation. [provided by RefSeq, Sep 2014]","                                            CXCL2 (C-X-C Motif Chemokine Ligand 2) is a Protein Coding gene.                                            Diseases associated with CXCL2 include Peritonitis and Keratitis, Hereditary.                                            Among its related pathways are Signaling by GPCR and PEDF Induced Signaling.                                            Gene Ontology (GO) annotations related to this gene include chemokine activity and CXCR chemokine receptor binding.                                            An important paralog of this gene is CXCL1.","Produced by activated monocytes and neutrophils and expressed at sites of inflammation. Hematoregulatory chemokine, which, in vitro, suppresses hematopoietic progenitor cell proliferation. GRO-beta(5-73) shows a highly enhanced hematopoietic activity.
                         CXCL2_HUMAN,P19875
                         ","Fri Aug 28 13:19:56 2020",90.0817573843039,26.807784084414,12.2675235091436,36.0114898607818,29.9483484368303,21.4027723179571,18.1226456389036,21.0801389916591,36.0494087480888,21.6252592584169,24.6560514402927,40.5494485928599,9.5106609872716,45.5722751011422,16.0559018316216,63.7700673548824,101.334963214098,96.0064241605603,42.3206234631698,14.1268411485584,36.3219473302299,7.51293594013996,1030.77934810344,15.4161914479206,8.56170441784105,19.1735992814432,46.3712544692502,18.7381909289825,10.1079947691153,3.38319872667643,28.1417222042565,13.816251144615,19.3145445118641,6.56621205156482,16.4342707061198,32.7477871273579,11.6444196388809,33.9102471279322,112.389941365065,52.1320537635694,57.5644581101964,11.0107688047804,113.735936429302,43.7176421295247,238.199227390634,12.344044383954,25.4044069058245,11.2692675339518,11.7675441025651,19.8042441739169,38.3718144228692,6.53594738756732,23.4307782087158,17.51125056499,159.125072287096,17.0296136583081,41.4747047141574,48.0020189502357,10.0461313011421,18.5326637062866,29.7911330659121,5.38095228138546,29.7402967411804,10.6011396632865,33.3916004269916,40.0774815820682,15.2228786912141,78.2433240288685,6.07170366997467,10.0652048431579,14.888225825095,189.942970232039,81.0888243381798,69.7263140759722,205.581618406888,103.142344042426,48.2943858539198,19.3287462944021,197.357680306668,53.853329419964,92.5817573843039,139.82062346317,13.344044383954,121.942970232039,1.51023946200091,0.144132545773173,1.31713821034805
"DDX3Y","immune","ENSG00000067048","The protein encoded by this gene is a member of the DEAD-box RNA helicase family, characterized by nine conserved motifs, included the conserved Asp-Glu-Ala-Asp (DEAD) motif. These motifs are thought to be involved in ATP binding, hydrolysis, RNA binding, and in the formation of intramolecular interactions. This protein shares high similarity to DDX3X, on the X chromosome, but a deletion of this gene is not complemented by DDX3X. Mutations in this gene result in male infertility, a reduction in germ cell numbers, and can result in Sertoli-cell only sydrome. Pseudogenes sharing similarity to both this gene and the DDX3X paralog are found on chromosome 4 and the X chromosome. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Oct 2014]","                                            DDX3Y (DEAD-Box Helicase 3 Y-Linked) is a Protein Coding gene.                                            Diseases associated with DDX3Y include Spermatogenic Failure, Y-Linked, 2 and Partial Deletion Of Y.                                            Among its related pathways are RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways.                                            Gene Ontology (GO) annotations related to this gene include nucleic acid binding and ATP-dependent RNA helicase activity.                                            An important paralog of this gene is DDX3X.","Probable ATP-dependent RNA helicase. During immune response, may enhance IFNB1 expression via IRF3/IRF7 pathway (By similarity).
                         DDX3Y_HUMAN,O15523
                         ","Fri Aug 28 13:19:53 2020",15.1275107659032,6.99203253221892,88.358653515369,159.894012832929,5.17828780587729,200.257935199052,38.8251993615343,6.44900329786532,8.91728406660715,3.24934587753375,13.173366702811,11.5091558665789,6.67428901057984,10.9497609204357,5.4940469662104,160.782993594077,10.1397176323809,48.5351098379963,205.581400953404,115.840398904184,9.87900804630321,109.99766747279,200.107235883636,155.531243611723,4.95651946991043,78.9680812457605,15.3122780964922,149.017592843407,6.57268552729533,2.15854103628353,7.30802070343351,111.45861759381,9.11682151206048,2.82189165115845,7.51915502306885,4.53924677763749,41.4060638817219,143.015342587815,267.902066833823,114.16036096383,7.51373673263033,3.36379717870787,9.20843537083821,93.0422339619423,138.35394042466,104.996997194117,69.5010898381868,94.6606331199123,6.66244671611743,6.34559598637835,12.1834947613762,5.02425451017961,173.299690787866,99.5225653172139,6.43683230823778,18.2977942142448,113.387454888299,200.710758435305,1.77811451938284,11.265272610596,9.38094034952864,96.0332020656572,140.639424417618,10.9895292647773,186.199461547124,176.122182740769,5.45306581207566,9.34556441405232,65.6540021927144,126.184165232756,89.5159024865662,9.44536914057631,4.45011074515108,162.803617688748,180.232345981054,130.783790715305,4.50359889991133,7.4322918871343,135.782050763187,182.869779229336,31.6275107659032,172.081400953404,97.4969971941167,95.9453691405763,5.44087715998568,3.08266426389856,3.03360482115502
"DEFA4","immune","ENSG00000164821","Defensins are a family of antimicrobial and cytotoxic peptides thought to be involved in host defense. They are abundant in the granules of neutrophils and also found in the epithelia of mucosal surfaces such as those of the intestine, respiratory tract, urinary tract, and vagina. Members of the defensin family are highly similar in protein sequence and distinguished by a conserved cysteine motif. Several alpha defensin genes are clustered on chromosome 8. This gene differs from other genes of this family by an extra 83-base segment that is apparently the result of a recent duplication within the coding region. The protein encoded by this gene, defensin, alpha 4, is found in the neutrophils; it exhibits corticostatic activity and inhibits corticotropin stimulated corticosterone production. [provided by RefSeq, Oct 2014]","                                            DEFA4 (Defensin Alpha 4) is a Protein Coding gene.                                                                                        Among its related pathways are Transcriptional misregulation in cancer and Defensins.                                                                                        An important paralog of this gene is DEFA6.","Has antimicrobial activity against Gram-negative bacteria, and to a lesser extent also against Gram-positive bacteria and fungi. Protects blood cells against infection with HIV-1 (in vitro). Inhibits corticotropin (ACTH)-stimulated corticosterone production.
                         DEF4_HUMAN,P12838
                         ","Fri Aug 28 13:19:34 2020",68.6761231094178,28.7605729937011,11.9822683447688,21.0226737353984,19.8421535648545,58.0467282695934,7.11941306614553,15.6482648625552,24.6313035444064,12.2033150444194,22.5205319491554,54.9606133368329,13.4938675701028,40.4607139915329,12.6314324006912,49.9471758392377,53.2026843985494,14.3162676250861,1021.33313169166,608.172679437083,34.6900325122158,17.4836683690511,36.8269594036386,52.6134842314447,21.130226820165,11.552538520362,37.5164958780634,42.4036272992251,15.6035465288083,7.5305224144333,46.3632706758859,677.428570939463,76.6792983716777,21.4151466550322,31.4721490582932,35.2733058963084,19.3743144375054,430.143422306648,42.2311313101887,28.3377647573272,31.4989920466815,15.3238307839944,22.5628969440943,19.4255405345356,24.3767901859913,200.312724369006,92.4207894792795,21.3056717030572,19.1444945326615,17.9906592252534,909.973206098399,13.7788786543038,29.7921404385137,35.7113145570614,21.9322713170897,65.1167614238476,148.040671836291,122.39810360059,6.61855131007062,28.7931242724043,61.4678237431898,119.955792142192,52.7677023890305,33.3537073513499,26.2657721654611,23.9682310229265,12.1736281813209,22.7781461576018,11.0309396185888,24.1209731696197,15.2170755304327,21.0631724724207,21.1520003635092,28.3846132990785,238.319618836036,111.755475734586,15.0448076948736,17.4253599146375,18.259247792007,21.9997298492276,41.6761231094178,523.33313169166,107.812724369006,21.0631724724207,12.5571452583938,2.58691827178721,0.505401436144163
"EIF1AY","immune","ENSG00000198692","This gene is located on the non-recombining region of the Y chromosome. It encodes a protein related to eukaryotic translation initiation factor 1A (EIF1A), which may function in stabilizing the binding of the initiator Met-tRNA to 40S ribosomal subunits. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2013]","                                            EIF1AY (Eukaryotic Translation Initiation Factor 1A Y-Linked) is a Protein Coding gene.                                                                                        Among its related pathways are Translation Factors and Apoptotic Pathways in Synovial Fibroblasts.                                            Gene Ontology (GO) annotations related to this gene include RNA binding and translation initiation factor activity.                                            An important paralog of this gene is EIF1AX.","Seems to be required for maximal rate of protein biosynthesis. Enhances ribosome dissociation into subunits and stabilizes the binding of the initiator Met-tRNA(I) to 40 S ribosomal subunits (By similarity).
                         IF1AY_HUMAN,O14602
                         ","Fri Aug 28 13:19:52 2020",5.88253216173969,3.34961768488549,417.075820614174,533.947204882955,3.16083856011232,652.397858070068,102.345550446005,3.22095077626994,2.87584823054117,2.38493651928781,4.46999813056971,3.8881241484486,3.85233616341015,7.8378051553942,2.62390905692255,155.025193238885,6.29936408849446,179.132119236188,635.601775444175,558.663790444997,5.6887976764588,480.642035415032,643.474709502598,658.812705961159,2.78714609290209,259.841518815056,7.1451316386995,396.462923337869,3.40125828447394,1.80720517427543,3.99470798522724,549.287095372621,7.01533731968162,2.18708225921927,4.97454661159416,3.0496503728746,140.936214866102,667.645332676993,619.43929364314,518.776823789141,4.65790026214283,2.02653025914891,4.28113200193344,533.686927687385,512.23688832421,319.757698479995,183.015747582656,336.190730294105,1.95503053007384,3.63297137728631,6.99402737855302,3.13018258487965,371.751294117634,346.33597695088,3.62332907502809,10.6092036063133,504.397909063166,808.924858306227,1.81375314318982,9.56319193885202,7.38132830045425,279.795435152082,610.837674060457,6.19361163463189,798.648503795486,562.520339608606,1.73471310478511,10.6419086355564,199.829636036219,315.145393497329,353.627140764069,3.44584500213315,2.99423112734149,292.81966797357,650.342886642675,370.858078593524,3.34046820118666,2.28122723109098,359.616238715811,519.920985063595,92.3825321617397,574.101775444175,336.257698479995,261.445845002133,6.21439748413759,3.63984067779489,2.83003549355417
